frequency_kHz,TS_dB,model,bubble_diameter_m
7.686125333106116,-56.2086408336957,Modal,
7.71343497576922,-56.2423850204811,Modal,
7.740841652575025,-56.2757632529439,Modal,
7.768345708296433,-56.3087809020192,Modal,
7.795947488931372,-56.3414432305459,Modal,
7.823647341707124,-56.3737553961308,Modal,
7.851445615084723,-56.4057224539183,Modal,
7.87934265876331,-56.4373493592697,Modal,
7.907338823684551,-56.4686409703557,Modal,
7.935434462037048,-56.4996020506649,Modal,
7.963629927260763,-56.5302372714321,Modal,
7.991925574051471,-56.5605512139891,Modal,
8.020321758365222,-56.5905483720414,Modal,
8.048818837422813,-56.6202331538725,Modal,
8.077417169714284,-56.64960988448,Modal,
8.106117115003437,-56.6786828076459,Modal,
8.134919034332345,-56.7074560879407,Modal,
8.163823290025912,-56.7359338126691,Modal,
8.192830245696413,-56.7641199937538,Modal,
8.221940266248083,-56.7920185695635,Modal,
8.251153717881701,-56.8196334066854,Modal,
8.280470968099193,-56.8469683016451,Modal,
8.309892385708267,-56.8740269825744,Modal,
8.33941834082704,-56.9008131108308,Modal,
8.369049204888693,-56.9273302825683,Modal,
8.398785350646166,-56.9535820302632,Modal,
8.428627152176817,-56.9795718241949,Modal,
8.458574984887145,-57.0053030738843,Modal,
8.488629225517512,-57.0307791294906,Modal,
8.51879025214688,-57.056003283168,Modal,
8.54905844419756,-57.0809787703846,Modal,
8.57943418244,-57.1057087712032,Modal,
8.609917848997563,-57.1301964115266,Modal,
8.640509827351341,-57.154444764308,Modal,
8.671210502344973,-57.1784568507276,Modal,
8.702020260189485,-57.2022356413371,Modal,
8.732939488468167,-57.2257840571724,Modal,
8.763968576141421,-57.2491049708359,Modal,
8.795107913551675,-57.2722012075495,Modal,
8.826357892428284,-57.2950755461796,Modal,
8.857718905892458,-57.3177307202334,Modal,
8.889191348462216,-57.3401694188297,Modal,
8.920775616057337,-57.3623942876433,Modal,
8.952472106004345,-57.3844079298247,Modal,
8.984281217041516,-57.4062129068951,Modal,
