frequency_kHz,TS_dB,model,bubble_diameter_m
2.553499116361564,-58.17181459786342,Medwin_Clay,
2.5593875048132535,-58.127185188048756,Medwin_Clay,
2.565289471933656,-58.08242891547241,Medwin_Clay,
2.571205049035284,-58.03754476327218,Medwin_Clay,
2.577134267502858,-57.9925317027148,Medwin_Clay,
2.5830771587934733,-57.94738869301072,Medwin_Clay,
2.589033754436763,-57.902114681125326,Medwin_Clay,
2.5950040860350696,-57.856708601586334,Medwin_Clay,
2.6009881852636094,-57.81116937628756,Medwin_Clay,
2.6069860838706433,-57.76549591428864,Medwin_Clay,
2.6129978136776444,-57.71968711161091,Medwin_Clay,
2.6190234065794633,-57.67374185102919,Medwin_Clay,
2.6250628945445045,-57.62765900185936,Medwin_Clay,
2.6311163096148884,-57.581437419741796,Medwin_Clay,
2.6371836839066267,-57.535075946420264,Medwin_Clay,
2.643265049609791,-57.48857340951653,Medwin_Clay,
2.649360438988682,-57.441928622300296,Medwin_Clay,
2.6554698843820033,-57.39514038345443,Medwin_Clay,
2.661593418203031,-57.34820747683549,Medwin_Clay,
2.667731072939788,-57.30112867122922,Medwin_Clay,
2.673882881155213,-57.25390272010107,Medwin_Clay,
2.6800488754873353,-57.20652836134153,Medwin_Clay,
2.6862290886494495,-57.159004317006215,Medwin_Clay,
2.6924235534302854,-57.11132929305042,Medwin_Clay,
2.6986323026941843,-57.063501979058174,Medwin_Clay,
2.704855369381274,-57.01552104796566,Medwin_Clay,
2.7110927865076406,-56.96738515577864,Medwin_Clay,
2.7173445871655075,-56.919092941284006,Medwin_Clay,
2.7236108045234073,-56.87064302575511,Medwin_Clay,
2.729891471826361,-56.82203401265082,Medwin_Clay,
2.7361866223960525,-56.77326448730813,Medwin_Clay,
2.742496289631004,-56.7243330166281,Medwin_Clay,
2.748820507006758,-56.67523814875493,Medwin_Clay,
2.755159308076049,-56.625978412748225,Medwin_Clay,
2.7615127264689865,-56.57655231824787,Medwin_Clay,
2.76788079589323,-56.526958355131775,Medwin_Clay,
2.7742635501341693,-56.47719499316586,Medwin_Clay,
2.7806610230551043,-56.42726068164643,Medwin_Clay,
2.787073248597423,-56.37715384903457,Medwin_Clay,
2.793500260780783,-56.32687290258231,Medwin_Clay,
2.799942093703292,-56.27641622795047,Medwin_Clay,
2.806398781541686,-56.22578218881791,Medwin_Clay,
2.8128703585515162,-56.17496912648179,Medwin_Clay,
2.819356859067325,-56.12397535944894,Medwin_Clay,
2.82585831750283,-56.07279918301777,Medwin_Clay,
2.8323747683511096,-56.02143886885058,Medwin_Clay,
2.8389062461847816,-55.96989266453611,Medwin_Clay,
